Date Saved,2017/11/17 21:15:11
Title,Aborb_04_3883K

Measuring Mode,Ambient
Digital / Film,Digital
CCT [K],3883
⊿uv,0.0174
Illuminance [lx],1040

Reference CCT [K],5400
LB Index [MK⁻¹],-72
LB Camera Filter,80A
LB Lighting Filter,R3203 3/4 CTB, R3206 1/3 CTB
CC Index,2.2M
CC Camera Filter,CC10M
CC Lighting Filter,R3318 1/8 MINUS G
CRI Ra,74.6
CRI R1,70.7
CRI R2,77.1
CRI R3,90.2
CRI R4,71.5
CRI R5,66.3
CRI R6,61.1
CRI R7,92.9
CRI R8,67.4
CRI R9,4.9
CRI R10,46.2
CRI R11,48.8
CRI R12,17.6
CRI R13,70.6
CRI R14,91.0
CRI R15,67.1
