Date Saved,2017/11/11 16:24:27
Title,CFL_02_2584K

Measuring Mode,Ambient
Digital / Film,Digital
CCT [K],2584
⊿uv,0.0032
Illuminance [lx],15500

Reference CCT [K],5400
LB Index [MK⁻¹],-202
LB Camera Filter,80A, 80B
LB Lighting Filter,L283 1.5 CTB, L203 1/4 CTB
CC Index,0.3M
CC Camera Filter,CC10G
CC Lighting Filter,L278 1/8 PLUS G, L278 1/8 PLUS G
CRI Ra,83.4
CRI R1,98.6
CRI R2,96.2
CRI R3,56.2
CRI R4,91.2
CRI R5,88.9
CRI R6,86.1
CRI R7,88.5
CRI R8,61.6
CRI R9,-8.8
CRI R10,56.2
CRI R11,82.5
CRI R12,50.2
CRI R13,94.9
CRI R14,69.2
CRI R15,90.3
